City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
532,Mabaruma,GY,80.47,broken clouds,8.2,-59.7833,Monty Brooms Guest House
533,Mairana,BO,61.43,overcast clouds,-18.1167,-63.9333,Mi Terruño
534,Yamethin,MM,81.14,scattered clouds,20.4333,96.15,အလင်းရောင် ဘက်ထရီ
535,Paragominas,BR,84.47,few clouds,-2.9667,-47.4833,INOVA
536,Sao Raimundo Nonato,BR,83.55,overcast clouds,-9.0153,-42.6994,Real Hotel
537,Acari,PE,71.83,scattered clouds,-15.4311,-74.6158,HOSPEDAJE XIMENA
539,Amarante,BR,82.11,broken clouds,-6.2411,-42.8547,Hotel Pousada Velho Monge
540,North Bend,US,55.85,clear sky,43.4065,-124.2243,Red Lion Hotel Coos Bay
542,Pimentel,PE,64.69,clear sky,-6.8367,-79.9342,Hotel Puerto del Sol
543,Bend,US,56.46,clear sky,44.0582,-121.3153,Fairfield Inn & Suites by Marriott Bend Downtown
545,Havoysund,NO,62.83,few clouds,70.9963,24.6622,Arctic View Glamping & Restaurant
547,Abilene,US,72.28,clear sky,32.4487,-99.7331,La Quinta Inn by Wyndham Abilene
548,Wilmington,US,67.91,overcast clouds,34.2257,-77.9447,"Hotel Ballast Wilmington, Tapestry Collection by Hilton"
549,Cananea,MX,68.45,clear sky,30.95,-110.3,Casas Montoya
550,Pringsewu,ID,74.71,overcast clouds,-5.3582,104.9744,Urban Style by Front One
552,Choma,ZM,75.7,clear sky,-16.8065,26.9531,Kamuboola Lodge
554,Weyburn,CA,55.62,few clouds,49.6668,-103.8511,Perfect Inns & Suites
555,Buchanan,LR,83.53,broken clouds,5.8808,-10.0467,Kamaneahn Hotel Inc
556,Ormara,PK,83.19,clear sky,25.2088,64.6357,Kenara Colony House for Rent
559,Kissidougou,GN,83.48,light rain,9.1848,-10.0999,Hôtel Mantis
560,Oriximina,BR,84.63,few clouds,-1.7656,-55.8661,Pousada Tia Amélia
563,Tefe,BR,84.31,clear sky,-3.3542,-64.7114,Aracati Hotel
564,Palmer,US,65.89,broken clouds,42.1584,-72.3287,Wedgewood Motel
565,Heilbron,ZA,65.16,clear sky,-27.2812,27.9709,Guest house
566,Bonthe,SL,81.57,moderate rain,7.5264,-12.505,Bonthe Holiday Village
567,Mastic Beach,US,65.12,clear sky,40.7668,-72.8521,Brushwood House by Smith Point Beach
568,Xining,CN,59.58,overcast clouds,36.6167,101.7667,Super Leisure Hotel
569,Medvezhyegorsk,RU,57.33,scattered clouds,62.9167,34.4667,Solnechnyy
571,Evanston,US,70.97,overcast clouds,42.0411,-87.6901,Hilton Garden Inn Chicago North Shore/Evanston
572,Manokwari,ID,79.47,overcast clouds,-0.8667,134.0833,Swiss Belhotel Manokwari
573,Catalina,US,78.96,clear sky,32.5056,-110.9211,Miraval Arizona Resort & Spa
574,Vihti,FI,57.29,light rain,60.417,24.3197,Green suite (two rooms + balcony)
575,Sangmelima,CM,78.51,light rain,2.9333,11.9833,gamestar hotel
576,Bagotville,AU,57.63,broken clouds,-28.9833,153.4167,Broadwater Sunrise Caravan Park
577,Robertson,US,72.03,moderate rain,36.5167,-86.8667,Hampton Inn Springfield
578,Dwarka,IN,82.8,clear sky,22.2394,68.9678,Hotel Narayan Avezika Comfort
580,Mayumba,GA,77.16,overcast clouds,-3.432,10.6554,LIKWALE LODGE
583,Talara,PE,68.76,clear sky,-4.5772,-81.2719,Hostal Oro Negro
584,Furth Im Wald,DE,65.68,overcast clouds,49.3097,12.84,Hotel-Gasthof-Fellner
585,Hamilton,US,69.26,light rain,39.1834,-84.5333,Six Acres Bed & Breakfast
588,Inta,RU,59.76,light rain,66.0317,60.1659,Apartments in Inta city
589,Lasa,IT,74.7,broken clouds,46.6166,10.7002,Pension Feldgärtenhof
592,Bonga,ET,71.96,light rain,7.2833,36.2333,Abelena bare and restorant
595,Olot,ES,79.75,broken clouds,42.181,2.4901,Hotel Riu Fluvià
596,Santa Rosa,PH,82.02,overcast clouds,14.3122,121.1114,Erlyn’s Sta Rosa City Home
597,Dhidhdhoo,MV,82.6,overcast clouds,6.8833,73.1,Dhidhoo beach
598,Bartica,GY,84.52,few clouds,6.4,-58.6167,Sloth Island Nature Resort
600,Abasolo,MX,70.25,overcast clouds,20.45,-101.5167,Hotel y Parque Acuático La Caldera
601,Ugep,NG,83.82,moderate rain,5.8086,8.0812,Classic Bar
603,Trofors,NO,58.87,broken clouds,65.5333,13.4063,Utpå Neset AS
606,Port Blair,IN,84.24,mist,11.6667,92.75,"Welcomhotel By ITC Hotels, Bay Island, Port Blair"
607,Saint-Francois,FR,70.68,broken clouds,46.4154,3.9054,Manoir Du Bonheur
608,Mutata,CO,78.8,light rain,7.2441,-76.4356,RESIDENCIA ZULIMA
609,Palmas,BR,84.07,clear sky,-10.2128,-48.3603,Hotel Lago da Palma
612,Sanmenxia,CN,73.53,overcast clouds,34.7747,111.1814,Pengzhou Hotel
613,Harper,LR,82.4,broken clouds,4.375,-7.7169,Screensaver
614,Bulembu,SZ,66.87,clear sky,-25.9667,31.1333,Bulembu Lodge
616,Inhambane,MZ,82.38,few clouds,-23.865,35.3833,Oceano
618,Brigantine,US,68.2,overcast clouds,39.4101,-74.3646,Legacy Vacation Resorts - Brigantine Beach
619,Timra,SE,55.08,broken clouds,62.487,17.3257,Bergefors park
620,Mendi,PG,55.98,overcast clouds,-6.1761,143.6513,Kiburu Lodge
623,Hambantota,LK,82.74,few clouds,6.1241,81.1185,Bungalow 63
624,Oshkosh,US,62.67,mist,44.0247,-88.5426,Best Western Premier Waterfront Hotel & Convention Center
627,Seoul,KR,65.59,clear sky,37.5683,126.9778,롯데호텔 서울
629,Miles City,US,56.37,clear sky,46.4083,-105.8406,FairBridge Inn & Suites Miles City
630,Telsiai,LT,55.27,overcast clouds,55.9814,22.2472,Branša
631,Tautira,PF,79.09,clear sky,-17.7333,-149.15,Pension Oaoa
635,Kununurra,AU,66.18,clear sky,-15.7667,128.7333,Hotel Kununurra
636,Zheleznodorozhnyy,RU,66.61,overcast clouds,55.7503,38.0042,Hotel Dali
637,Neiafu,TO,79.48,few clouds,-18.65,-173.9833,Mystic Sands Beachfront Accommodation
638,Tekeli,KZ,65.93,scattered clouds,44.83,78.8239,Vuslat Tekeli
639,Behshahr,IR,62.55,overcast clouds,36.6923,53.5526,Abbas Abad Hotel & Restaurant
640,Paita,PE,67.78,scattered clouds,-5.0892,-81.1144,Hotel Náutico de Paita
641,Conceicao Do Coite,BR,79.39,broken clouds,-11.5639,-39.2828,Coité Plaza Hotel
643,Payson,US,68.36,scattered clouds,40.0444,-111.7321,Quality Inn Payson I-15
645,Felipe Carrillo Puerto,MX,83.03,broken clouds,19.5833,-88.05,Hotel La Ceiba
646,Svetlogorsk,BY,64.47,scattered clouds,52.6333,29.7333,Hotel Svetlogorsk JBIK
648,Camacha,PT,65.62,scattered clouds,33.0833,-16.3333,Hotel Porto Santo & Spa
649,Mazagao,BR,82.45,broken clouds,-0.115,-51.2894,Recanto dos Ferreiras
650,San Ramon,US,58.86,broken clouds,37.7799,-121.978,San Ramon Marriott
652,Springbok,ZA,73.53,clear sky,-29.6643,17.8865,Undulata Country Lodge
654,San Antero,CO,81.05,overcast clouds,9.3741,-75.7589,Villamarina Inn chale
655,Wanning,CN,80.47,overcast clouds,18.8003,110.3967,Paradise Hotel
656,Pochutla,MX,81.82,overcast clouds,15.7432,-96.4661,Hotel Posada San Jose
658,Salym,RU,72.61,light rain,60.0625,71.4789,Gostinitsa Salym
662,Port Lavaca,US,79.29,clear sky,28.615,-96.6261,Holiday Inn Express & Suites Port Lavaca
663,Bontang,ID,78.13,overcast clouds,0.1333,117.5,KOPKAR Hotel Bintang Sintuk
667,Lambarene,GA,80.62,overcast clouds,-0.7001,10.2406,Le Refuge
668,Gisors,FR,66.69,overcast clouds,49.2818,1.7801,Hôtel Moderne
669,Saint-Andre-Avellin,CA,58.98,overcast clouds,45.7168,-75.066,Auberge Petite-Nation
670,Letlhakane,BW,84,clear sky,-21.4167,25.5833,Motswedi Hotel
673,Nantucket,US,59.09,clear sky,41.2835,-70.0995,Jared Coffin House
674,Freeport,US,65.17,clear sky,40.6576,-73.5832,The Freeport Inn and Marina
675,Mackay,AU,65.68,clear sky,-21.15,149.2,International Lodge Motel
676,Itoman,JP,70.57,light rain,26.1247,127.6694,Southern Beach Hotel & Resort Okinawa
677,Kargasok,RU,67.86,broken clouds,59.0556,80.8572,Hotel Kargasok
678,Alihe,CN,56.16,clear sky,50.5667,123.7167,Alihe Forestry Hotel
680,Epe,NG,84.52,light rain,6.5841,3.9834,MAGVILLE HOTEL
681,Kainantu,PG,61.34,overcast clouds,-6.2887,145.8655,Sylvester buku
684,Byron Bay,AU,57.7,light rain,-28.65,153.6167,Backpackers Inn
686,Vila Velha,BR,75.15,broken clouds,-20.3297,-40.2925,Hotel Vitória Palace
687,Ostersund,SE,60.62,few clouds,63.1792,14.6357,Best Western Hotel Gamla Teatern
688,Piet Retief,ZA,64.74,clear sky,-27.0071,30.8132,Arabian Nite Guest House
689,Vao,NC,73.69,overcast clouds,-22.6667,167.4833,Hotel Kou-Bugny
690,Padang,ID,78.85,overcast clouds,-0.9492,100.3543,Mercure Padang
691,Kirakira,SB,79.41,overcast clouds,-10.4544,161.9205,SanBiz Lodge
692,Nachingwea,TZ,80.08,broken clouds,-10.3833,38.7667,Makoga lodge
693,Marsh Harbour,BS,78.87,overcast clouds,26.5412,-77.0636,Abaco Beach Resort
694,Santa Maria,BR,61.9,mist,-29.6842,-53.8069,Hotel Morotin
695,Salinopolis,BR,83.43,overcast clouds,-0.6136,-47.3561,Salinas Park Resort Maçarico AP101
696,Belmonte,BR,76.6,scattered clouds,-15.8631,-38.8828,Pousada Monte Carmelo O Pão
697,Alappuzha,IN,80.19,overcast clouds,9.49,76.3264,Panoramic Sea Resort
698,Umm Lajj,SA,83.01,clear sky,25.0213,37.2685,Moon light Furnished Units
700,Pitangui,BR,74.16,clear sky,-19.6828,-44.8903,Pousada Monsenhor Vicente
701,Apache Junction,US,80.64,clear sky,33.4151,-111.5496,"Motel 6 Apache Junction, AZ"
702,Ginda,IN,66.4,overcast clouds,30.6945,78.4932,Sunil Bisht
703,Ambovombe,MG,72.75,broken clouds,-25.1667,46.0833,RELAHARA
706,Katherine,AU,68.32,broken clouds,-14.4667,132.2667,Pine Tree Motel
708,Mareeba,AU,65.44,few clouds,-17,145.4333,Trinity Plains Tourist Park
711,Tabuk,PH,77.2,overcast clouds,17.4189,121.4443,Golden Berries Hotel and Convention
712,Shelburne,CA,65.23,overcast clouds,44.0787,-80.2041,The Retreat at the Farm
713,Santa Isabel Do Rio Negro,BR,78.69,overcast clouds,-0.4139,-65.0192,Hotel GSA
714,Samarai,PG,80.71,broken clouds,-10.6167,150.6667,Nuli Sapi
720,Zharkent,KZ,72.45,overcast clouds,44.1628,80,гостиница Satti
721,Shiyan,CN,74.41,overcast clouds,32.6475,110.7781,Fenghuang Garden Holiday Hotel
722,Kuybyshevo,RU,66.7,overcast clouds,47.8123,38.9073,Мини-отель Искра
